Data	Happiness	Sadness	Anger	Fear	Disgust	Surprise
@BCCI bhai logo halki si seam ya swing hoti hai to hum hilna shuru ho jaate hain... #IndvsSA me laaj rakh lena				Mixed		
@ImRo45 https://youtu.be/qGMdwj7yL9g  Sher sirf dahad ta nahi. panja bhi maarta hai....1.25 billion fans are with you...#MaukaMauka #IndvsSA	Hindi					
@PMOIndia  sir pls ban 25sal ka badla add from midnight..inse Na ho payega aur Sala add Dekh ke DiMag ki lag gai h #SAvIND #IndvsSA			Hindi			
@Trendulkar Pakistan ko good bye aaj hi bol diya Jaye .. ya kal ??! #INDvSA #IndvsSA #CT17	Mixed					
@ajinkyarahane88  ko dropped karne ka nuksan pta chal gya hoga caption ko... India ke best test player ke sath aisa anyay sahan nahi kiya jayega.. kya @ImRo45 aur @SDhawan25  ko dosti ka fayda mila.. so KL aur rhane ko drop kiya gya... #INDvSA #IndvsSA #BCCI #SAvIND @imVkohli		Mixed	Mixed			
@bcci #INDvsSA do thapad maro virat kohli aur ravi shastri ke sala apne records bana rha hai team me chudiya pehne log cricketer bana rakhe hai			Mixed			
@bcci #INDvsSA ravi shastri ki team kamal ki hai jinhe chudiya pehni chahiye woh bat pakadke bethe hai			Mixed			
@bcci #INDvsSA sharam karle virat kohli aur ravi shastri kya team banayi hai			Mixed			
@cricbuzz bhagwan kohli ko sadbuddhi de ki Ashwin ki jagah Rahane ko playing 11 me le. #thelasthope #IndvsSA		Mixed				
@cricketaakash sir #indvsSA  game plan kab aane wala hai @StarSportsIndia		Mixed				
@cricketaakash sir ji kya baat hai aapke bolte he wicket le liya. amla ko kiya chalta.#INDVSSA	Mixed					
@sureshnmenon jab se Kamla ne Shikhar Dhawan ki nazar utaari hai.. He is back in form. #IndvsSA #iccchampionstrophy2017pic.twitter.com/Jk23MfCISx	Mixed					
@virendersehwag aap ki yaad aa rahi hey #indvssa #poorbatting		Hindi				
@virendersehwag sahi bola paaji Green jersy mein jab opponent hota hai to khoon chad jata hai #INDIA ka #IndvsSA #CT17			Hindi			
AB de Villiers Ko Koi OUT Karo Yaar. Dho Daala Bechaare Chahal Ko. 17 Runs Of That Over.  #SAvIND #INDvsSA #INDvSA #SAvsIND		Mixed				
Aaj Bharat ko moral victory se hi santosh karna padega #indvsa #indvssa #chahal		Mixed				
Aaj fir SA harega helmet aur pads green hai...#IndVsSA #greenisterrorismcolour	Mixed					
Aaj pata chala UK ke NRIs sabse cheap hai.. camera mai aane ke liye kuch bhi chutyap kar lenge.. #IndvsSA #iccchampionstrophy2017					Mixed	
Aaj to #RohitSharma @ImRo45 record banayega...dil kah raha hai	Mixed					
Ab Devillars to his team - bola tha na green dress pahan k mat khelo		Mixed				
Abhi toh @Jaspritbumrah93  aane baaki h..he is gonna bundle them up #IndvsSA	English					
Accha hai thik hai dhoni ne khela aaj par bc jo old player k saath kiya ushne ab ishpe bhi lagu hona chahiye.. he sud get retire now aur youngstar ko chance de ab. Khud to 50yrs tak khelega dhoti. #INDvsSA			Mixed			
Aise batsman apne paas kyu ni  Gazab k sweep shots maar rhe h		Mixed				
Alright man I can't wait for news channels to flash 'KOHLI AUR RAHANE MEIN TAKRAAV. KAPTAAN SE KHAFA HAI UP-KAPTAAAN'	English					
Amla aur khela toh match khatta ho jayege. Out karo isko #INDvsSA				Hindi		
Anushka Sharma - Agar SA me Virat fail hua to log mera jeena haram kar dege.				Mixed		
Arun Lal Commentary: Aur Isi ke saath Virat Kohli ne Lungi ko Uttha kar maar diya hai... 6 run!	Hindi					
Aur jo batsmen bas ' Bhoomipoojan' k lie aarhe unhe bahar bhejo! #IndvsSA			Hindi			
Bhai @BCCI hum jaise ko hi le jate SA. Waise bhi saare holiday pe hi hai.  Sab biwi baccho ke sath gaye hai. Cricket to kisi ne khelna nahi hai.		Mixed				
Bhai @imVkohli ek din pahle match end ho gya.. Bhabhji ko shopping par le jaa #INDvSA #IndvsSA	Mixed					
Bhai ABD, this is no one-day or 20-20. Maarte hi jaa rahe ho :D #IndvsSA	Hindi					
Bhai hardik ka jo attitude tha match me usko dekh kar Kohli ko bhi sharm aayi hogi ye bat pakki he well player hardik pandya #IndvsSA	English					
Bhai sahab three gone. Soch ke darr lag raha hai India ka kahin bharta na bana de #IndvsSA				Hindi		
Bhai yeh captain @imVkohli ko samjhao ki gaali dene se match nahi jeete jate balki jo respect kamayi hain woh bhi chali jati hain		Mixed				
"Bhuvi and Ajinkya be like ""Agle Janam Mohe SHARMA Hi Kijo"" #IndvsSA"		Hindi				
Bhuvi is not even giving strike to Dhoni ... lol... bhai toh not out hi jaaega #INDvsSA	Mixed					
Captain ji , Sharma ji Phir se besharmi se out ho Gaye hai . . Phir bhi woh khelte rahenge aur SL ya Bangladesh ke khilaf 200 score karke apna Jagha fix kar lenge#INDvsSA					Hindi	
Chalo aaj milkar Indian Team ke saath #TKSS dekhenge  Well done Beed Blue #IndvsSA #CT17pic.twitter.com/MIFGkHcGkL	English					
Chutiye... Salo ne koi plan hi nahi kiya aur nikle match jeetwane  #INDvSA #IndvsSA https://twitter.com/ICC/status/950379491687387136 …			Mixed			
Cooker aur south africa, pressure mei dono ki seeti baj jaati hai	Mixed					
Dhawan aur Kohli aise hi khelte rahe to aj bhi Mahi ki batting nahi dekhne ko milega		Mixed				
Dhawan se 10 run to lagega nai is pitch par or wo catch b chor raha hai  hadd hai yaar#INDVSSA			Mixed			
Dhawan- viru pa viru pa....ball bahot fast aa rahi aur move kar rahi hai				Mixed		
Dhoni ek innings thoda achha khelte hi, sala trending huh.. Chup!! #INDvsSA			Mixed			
Dhoni ki batting dekh k umpire ko out dedena chahiye, kuch toh raham karro #INDvsSA			Mixed			
Dhoni match dar match chutiyapa kr rha hai aur selectors dekhte rah ja rhe hain.			Mixed			
Dhoni ne bechaare Bhuvi ko out karwaa diya, khud kaa average badwaao, garibo ko marwaao #INDvsSA			Mixed			
EA cricket khelne wale ko single star se 5 star me khilane se yahi hoga #IndvsSA #SAvsInd		Mixed				
Fail sare batsman huye Hai lekin Pura thikra log  @ImRo45 #Rohitsharma pe nikalenge			Mixed			
Gandhi ji ko Africa me train se dhakelne ka badla aaj India ne south Africa ko harakar liya he	Mixed					
Ghar pe Sri Lanka ke against hi thik ho.  Asia ke bahar khelo hi matt! Aa jaao wapas. #SAvsIND #IndvsSA		Hindi				
Hamari team achhi kheli last 10 over speciali , but bhumra or shami ne new bol se niras kiya he, is pitch pe umesh hota to purana bol se reverse swing kara sakta tha #IndvsSa		Hindi				
Hum to trophy bhi le jayege or England se maal bhi loot kar le jayege.	Mixed					
If Kohli can Drop kumble, he can drop anyone. Rahane and bhuvi kya cheez hain! #IndvsSA				English		
In chokers ki aulaad ko aaj choke karke tournament se bahar phek denge !!  #INDvsSA #BleedBlue #CT17	Mixed					
India wale bahut achhe hai... Sab ko batting karne dete hai  #IndvsSA	Hindi					
Isike saath #Chahal ne ye match #SouthAfrica ko jita diya #IndvsSA		Mixed				
Itna surprised toh Mai surprise tests se nahi hua jitna ye jaan ke hua ki Bhuvi ki jagah Ishant ko team me liya.						Mixed
Jab sabne apni wife ko South Africa ka tour karwa hi diya fir @imjadeja @ashwinravi99 @ImIshant aaplogon ko bhabhi ji se kyaa naarazgi Ho gyii jo aaplog apni wife ke bina hii chale gye??  #IndvsSA						Mixed
Jai Ho! Bhagwan ke ghar der hai, andher nahi! Get well soon Steyn Gun!		Both				
Kabhi kabhi match se zyada ye hindi commentator entertain kr deta hai	Mixed					
Kabi be India se kheleto Green jersey nahi paheno kyunki pakistan samaj ke maraga tum logon ko #IndvsSA #ChampionsTrophy2017	Hindi					
Keshav Maharaj Left Arm h..Aaj toh pandya ne kung fu kr dena h.. #IndvsSA #INDvSA	Hindi					
Klaasen ko bhi IPL contract de do Bhai #indvsa #INDvsSA #Miller		Mixed				
Kohli ka #Honeymoon over nahi ho raha. Nikal Liya Hotel Bedroom out hoke			Mixed			
Koi na inning to ek bar fir badiya thi Mr. Captain ki taraf se #SAvIND #INDvSA #IndvsSA #SAvsIND #ViratKohli #RohitSharma	Mixed					
Kuch fan hai cricket k agar virodhi team 50 pe all out ho aur unse pucha jaye toh kahenge Kohli century banakar match jitayega #IndvsSA	Mixed					
Kya yahi hai woh Ajinkya Rahane, Jisne South Africa me humesha achcha perform kiya hai !						Mixed
Mantras to begin in full form #IndvsSA ...Chase mil gaya ..aaj toh gaya SA  !	Mixed					
"Pandya once again proved that , ""Jo darr gaya samjho pavilion gaya"". #IndvsSA"	Mixed					
Pel do #SouthAfrica ko aaj. Mahatma Gandhi ko train se neeche fenka tha saalon ne. #IndVsSA			Mixed			
Pyar me itni taakat- ek prem geet gake suna rahe hai - ek double century lagata hai - #HappyAnniversary @ImRo45 #IndvsSA	Mixed					
Rohit Sharma and #Ishant  Sharma both in playing XI instead of Rahane and #Bhuvi .. sahi kaha hai kisi ne ..saari khudai ek taraf aur biwi ke bhai ek taraf #INDvsSA #SAvsIND		Hindi				
SA scorecard reads 13/3. Arre bhai, kuch zyada hi green wicket bana diye ho kya?? Hamari bhi swing hone lagi???						Mixed
Sharma Ji...Jo class aur temprament aap ne dikhaya h...barkar rakho prabhu sare records dhunaa dhunaa ho jayega.... Best of Luck for #IndvsSA	Mixed					
"Shikhar Dhawan be like: ""Yaar maine century mari hai meri toh koi baat hi nahi kar raha sab Dhoni ki hi tarif kar rahe hai..aisa mat karo mujhe bhi twitter pe trend karao"" #INDvsSA"		Mixed			 	
"South Africa cricket team on ICC trophy be like ""tu pyaar hai kisi aur ka,tujhe chahta koi aur hai"" #ct17 #indvssa"		Hindi				
"Tum rakho apni ""Freedom Series"" .. humare liye to 'Hisaab 25 Saal Ka' hi hai."			Hindi			
Wicket gir ni rhe hai aur ye catches drop kar rhe hai  #SAvIND #INDvsSA		Mixed				
YUVI.. bhai tu old YUVI kub banega???? Now tuje dekhte meri energy low ho jati hai. #IndVsSa.		Mixed				
Ye @ImRo45  sharma bhoomi poojan karne jaata hai kya pitch pe ??			Mixed			
Ye Apne Chahal Ko Bumrah Ki No Ball Waali Beemari Kab Se Lag Gyi. Spinner Hoke Itne No Ball Kaun Daalta Hai Bhai   #SAvIND #INDvsSA #INDvSA #SAvsIND						Mixed
Yeh dono bahut bore kar rahe hai ... maarte bhi nahi aur out bhi nahi hote  #IndvsSA		Mixed				
Zindagi ek bar milti hai, aur Anushka ne kohli k piche gawa dii. Feel for her .	Mixed					
Zondo ko nai khilaya bencho wo thokta aaj india ke spinners ko , thank god bach gye  #INDvsSA	Mixed					
ye indian team he bhai, kisi ek ke hone na hone se kuch frk ni padta indian blivs in #teamwork #indvssa	Mixed					
ab judges toh independent hain na. Phir bhi. #Modi #MannKiBaat samvidhaan ke oopar nahin.			Hindi			
@narendramodi @AmitShah congratulations....aakhir Janata ki ungaliyone unke aur aapake #MannKiBaat sun li. Badhai ho	Both					
Mam..yeh jo apne room mw baith k aap Rita ji aur anya netaon k #Mannkibaat jaan leti hai..yeh bhi ek talent hai..	MIxed					
#MannKiBaat apne man ki baat ke baad divyango ke bill aur rule ki bhi baat karo modiji		Mixed				
Bhai chod de tera frustration samajta hu, ab jyada bolunga tho ro padoge. ModiGG ka Mitron wali #MannKiBaat kaan me lagake soja			Mixed			
This generation is gonna cross limits kyuki hame wahi sunne me maze aate hai jo ham khud k liye sunna nhi chaahte.		Both				
@narendramodi ji ab bhot hogya, ham aapki har baat maan rhe h aap bhi hamari ek baat manlo, ab bullet ki jagah bullet hi khilao. #MannKiBaat			Mixed			
Aaj K date K bare ME koi nai bolega??					Hindi	
Pakistan and India mai koi farak nahi waha ki Govt  bhi apne citizen ki takleef nahi dekhti aur India ki govt bhi...		MIxed				
Ye to tum ashleel tweet, foto aur video bhejte ho na, wahi digital #molestation hai.					Mixed	
#MannKiBaat #AusGP Yeh Rishta Kya Kehlata Hai: Dadi warns Swarna to stay away from Kartik http://ift.tt/2oucrbmÂ			Both			
Arey kyu shor machaa rhe ho .. Ab Deputy CM bhi to #MannKiBaat kar sakte hai						Hindi
Sahab logo ki #MannKiBaat sunne s accaha hai zaara apne party kaho karm karei faal k ichaa na karei #JantaSaabJanti hai , wt for new change		Mixed				
Modiji does #MannKiBaat now he will start #DilSe . Sir sirf baate hi karoge ya kuchh kaam bhi karoge? #BJPJumloKiSarkar			Mixed			
#MannKiBaat ki bat ko bilkul na sunaya jaye isse bacche toffee khane ki zid krne lage h kyu ki modi ji hum jaise log ko toffee khila rhe h		Mixed				
#MannKiBaat me pm bakwas karte rehte hain aur pura din barbaad kar dete hain, #aap ki press conference beech me hi kaat dete ho kyun?					Hindi	
Modi ke #MannKiBaat me kabhi audio cut nahin hota, par #aap press conference me audio cut ho gaya @abpnewstv		Mixed				
#ElectionCommission is that friend of mine who says Khaana nai laaya Jab ki uske Bag me biryani paddi Hoti hain.			Hindi			
Baby-ier ki baat k liye 75k de sakte ho, non baby-ier ki to #MannKiBaat bhi zeher hai, aur adult ki azaan to pucho hi mat, Sar mundwalenge			Mixed			
#SureshPrabhu #NarendraModi #MannKiBaat suna h aur jisne ki hoge usne 4429 Kat li vacancy transparency ke naam pe yesa kyu devta #rrbntpc		Mixed				
Surgical strike se bhi Ravan ko nhi maar pa rahe the to #Jumla  maar dete ya #MannKiBaat suna dete.			Mixed			
Haha...sahi hai...Twitter pe naukri nahi karta kisi ki.	MIxed					
Jo parents Patanjali Products se Naha kar #MannKiBaat sunte hai, wo kis muh se apne baccho ko bolte rahenge k beta padhai kar			Mixed			
Aur Jo Log Galat Ko Na Support Kr K Age Badhte H Success Ussi Ko Milti H.	Mixed					
Sunna hai #MannKiBaat  radio pe aati  hai firr bhi dummy camera  rakhne padte hai modiji ke liye tabhi woh tabiyat se fekk sakte hai					Hindi	
#MannKiBaat sir mujhe ye ummid nahi thi app se vote ap kamo ke karan ap ko mila h par ye to kabhi nahi soch tha ki ap ak yogi ko cm banayeg		Mixed				
#MannKiBaat  ka Naam Badal kar Desh ki baat honi chahiye kabhi safai ki baat kabhi Kisan ki baat different different name .. :)	Mixed					
#MannKiBaat sir jab aap food grans ke price jamien per laye ge to aap ke sab koshis puri hogi		Mixed				
#MannKiBaat students ko room rent jaisi problem face karni padti hai.padhai SE jyada hme room kiraya Dena padta hai		Mixed				
#MannKiBaat sir please books per koi rule lagaya savi school private book chalate hai jo ki bahut costly hai, NCERT books koi nahi chalate		Mixed				
#MannKiBaat  Please sir think about it. Or pra- Force ko Sena Ke equal suvidha Kyo nhi Hai.aap iske liye Kya Karne wale Hai.		Both				
Life Main Hum Kitni Bhi Baar Fail Ho Jaye, Ek Successful Din Jarur Ayega...	Mixed					
Ye #Cartoon Channel nahi dekhte balke Ye #ModiG Ki #MannKiBaat Sunte, Likhte,Aur Likhwaate hain,Tabhi #nidhirazdan pe #NDTVRaids samne aaya.pic.twitter.com/0e5oNENRrc	Mixed					
Esa Player Pheli Bar Dekha Hai Jisne.. Balling Bhi ki Fielding Bhi ki...						Mixed
Aur ham kuch bol de to log anti-national bol ke maar jaate hai			Mixed			
Itni education kis kaam ki jab sab kuch is viswaas pe hi chal raha hai? #MannKiBaat jo sune usse PHD de do		Mixed				
Dear @narendramodi apni hee bolte rahogey ya mitorn ki kabhi sunoge bhi? Here is a fathers mann ki baat for you #MannKiBaat			MIxed			
Because Modiji know that #MannKiBaat aur kaam ki baat mein bahut farak hai.			Mixed			
Sir but aap Mann se wish nhi kiye Q k it's Eid-ul-Adha not zoha   #MannKiBaat		MIxed				
BJP ko yahi dar hai ke Rohingiya Libtard ke vote bank na ban jaye isi liye BJP Rohingiya ko bhagana chahti hai				Mixed		
vo #MannKiBaat wala Desh ko corruption free karne wala tha,Bharast Desho ki list main No.1 laya hai,KanyokiPM #MannKiBaat wala hai @INCIndia	Mixed					
Jab #MannKiBaat Dhan khaa jaye, half ass ideas pe pure execution ke baadal chhaa jaye aur Parle g bhi mehengi ho jaye - tab Bas #namo gayepic.twitter.com/k1PZ0KrSYf		Mixed				
Mitro Local train patri se utar rahi hai lagta hai bullet train hawa me udegi #MannKiBaat		Mixed				
Mitron :- Barish mumbai main hui par dukh pure hindustan ko hua, picture bani mumbai main par release pure Hindustan main..		Hindi				
@rjraunac #MannKiBaat se machine EVM ho gayi #FunKiBaat se ab EVR ho gayi, batan koi bhi dawao Bawwa hi jitega.	Hindi					Hindi
Kya aapki agli #MannKiBaat hamare desh ke mahilayon ke liye ho sakti hai? Aap menstruation ke baare mein bole @narendramodi			Hindi			Hindi
@IndianExpress Bas kare sir public ko #MannKiBaat  ab mat sunai ye.. #janta Paak chuki hai					Hindi	
#MannKiBaat ka mazak banane walon ko itnee akal honi chaiye ki wo darsal Janta ke Mann ki baat hai. PM takes ideas and thoughts from Janta.			MIxed			
Sir tired of writing. Kabhi number nahi aata yahan bhi.		Both				
Modi be like... Bas ham bolta hai #MannKiBaat baaqi India sunta hai.. Pagal log					MIxed	
Tumhare ghar ki Bell ko Goli maar dunga me kabhi #MannKiBaat			Mixed			
Mann badha tu #MannKiBaat bhi badhe hoti hai na, 140 main kya hoga, need 280 or even more. VIP privilege ka sawaal hai :P	Mixed					
Yeh dialouge modi ji par suite karta hai jo apni biwi kaa na ho saka voa is desh ka aur is desh ki janta ka kaise hoga					Hindi	
#MannKiBaat Humare Desh me Road ki Quality itni kharab Hoti hai ki would 2-3 month bhi nahi chal pata hai.Kab sudhregi ye dasha		Both				
Sarkari naukron ki tankhwah kam ki jaye jinki wajah se aam janta par jo TAX ka bhaar badh gaya wo kam ho dake.		Mixed				
Rafi Bhai Jo Upar Notification Me Hi Message Dekhar Hamara Message Ignore Kar Dete Hai !! Inka Alag Se Hisab Hoga #MannKiBaat Me			Mixed			
#MannKiBaat. Kya hum oil ki rate cum kar sakte hai through GST		Mixed				
@arunjaitley ghar chalane k paise nahi hai toh petrol ka daam badha k lootoge kya ? #petrolpricehike #failedgovernance			Mixed			
Happy Birthday Nandu..Aaj Sunday bhi hai.Kam se kam Aaj tho Apni #MannKiBaat Mann me hi Rakh lijiye Birthday gift samjhke.		Mixed				
#MannKiBaat  Yane dimag ki baat=shadyantra....i hate shadyantra ..dil ki baat karne vale ko hi vote dena  2019 me			Mixed			
Kuch hua ki nahi? Aise hi #MannKiBaat karoge ya sumthg worth all dis naare baazi?		Both				
Sir, emergency k liye kya protocol hota hi, kya ambulance k liye yhi vyavastha nhi ho sakti jo aap VIP k liye karty hai..		Mixed				
Pehle ek alag hi craze tha,apke speech aur apki baaten sunne ka mann karta tha,Abhi toh sara fake lagta hai.					Mixed	
Ladkiyo ko khush karne ke liye 10 Drame hote hai , Ladko ka Kya Unke Nude Dekhte hi Khush Hojate hai	Mixed					
@narendramodi agle #mannkibaat me  se hone wale dhwani pradushan pe kuch kahiye. Loudspeaker ne jeena dubhar kiya hai. @rsprasad is useless		Mixed				
#MannKiBaat-Dear Sir,Jo crime karta hai uska background sab jaante hai phir bhi use niyaay mil jata hai.Kiu nahi har kadi ka profile online			Mixed			
Sarkari hospital ya bahut achche ho sirji ya private hospital mai ilaz sasta ho jaye ilaz aam aadmi ko kaafi mahnga pdta hai		Hindi				
Bahut bura lagta h.. Ye dekh kar jab ek bujurg sa waykti train me humare joote polish karta h..		Hindi				
#Mannkibaat Petrol Diesel ke rates kam karwado bass baki sab thik chal raha hai	Mixed					
